ensembl_gene_id	entrezgene_id	hgnc_symbol
10538	ENSG00000224721	102724153	
10539	ENSG00000224861	NA	YBX1P1
10540	ENSG00000224892	NA	RPS4XP16
10541	ENSG00000224914	439994	LINC00863
10542	ENSG00000224934	NA	
10543	ENSG00000225101	NA	OR52K3P
10544	ENSG00000225131	NA	PSME2P2
10545	ENSG00000225137	NA	DYNC1I2P1
10546	ENSG00000225151	NA	GOLGA2P7
10547	ENSG00000225200	NA	
10548	ENSG00000225422	NA	RBMS1P1
10549	ENSG00000225484	101060691	NUTM2B-AS1
10550	ENSG00000225519	NA	
10551	ENSG00000225830	2074	ERCC6
10552	ENSG00000225850	NA	
10553	ENSG00000225973	101928527	PIGBOS1
10554	ENSG00000226009	NA	KCNIP2-AS1
10555	ENSG00000226091	389634	LINC00937
10556	ENSG00000226174	647310	TEX22
10557	ENSG00000226210	100288778	WASH8P
10558	ENSG00000226245	414197	ZNF32-AS1
10559	ENSG00000226268	NA	
10560	ENSG00000226397	196415	C12orf77
10561	ENSG00000226416	100133545	MRPL23-AS1
10562	ENSG00000226525	NA	RPS7P10
10563	ENSG00000226688	728558	ENTPD1-AS1
10564	ENSG00000226777	9834	FAM30A
10565	ENSG00000226937	NA	CEP164P1
10566	ENSG00000226942	NA	IL9RP3
10567	ENSG00000227051	56967	C14orf132
10568	ENSG00000227081	NA	
10569	ENSG00000227097	NA	RPS28P7
10570	ENSG00000227253	NA	
10571	ENSG00000227345	8505	PARG
10572	ENSG00000227354	100505538	RBM26-AS1
10573	ENSG00000227376	NA	FTH1P16
10574	ENSG00000227492	NA	
10575	ENSG00000227540	414245	
10576	ENSG00000227615	NA	
10577	ENSG00000227695	NA	DNMBP-AS1
10578	ENSG00000227825	121456	SLC9A7P1
10579	ENSG00000227827	NA	
10580	ENSG00000227879	NA	PSPC1P1
10581	ENSG00000227896	NA	
10582	ENSG00000228169	NA	PPIAP19
10583	ENSG00000228748	NA	
10584	ENSG00000228797	NA	FAM207BP
10585	ENSG00000228998	NA	
10586	ENSG00000229097	NA	CALM2P2
10587	ENSG00000229111	100873965	MED4-AS1
10588	ENSG00000229117	6171	RPL41
10589	ENSG00000229152	NA	ANKRD10-IT1
10590	ENSG00000229186	NA	ADAM1A
10591	ENSG00000229417	NA	NPM1P25
10592	ENSG00000229474	197135	PATL2
10593	ENSG00000229644	NA	NAMPTP1
10594	ENSG00000229988	NA	HBBP1
10595	ENSG00000230224	NA	PHBP9
10596	ENSG00000230565	414208	ZNF32-AS2
10597	ENSG00000230724	NA	LINC01001
10598	ENSG00000231104	NA	
10599	ENSG00000231233	NA	CFAP58-DT
10600	ENSG00000231245	NA	C1DP1
10601	ENSG00000231345	NA	BEND3P1
10602	ENSG00000231409	NA	
10603	ENSG00000231475	NA	IGHV4-31
10604	ENSG00000231607	8847	DLEU2
10605	ENSG00000231680	NA	LINC02723
10606	ENSG00000231793	NA	DOC2GP
10607	ENSG00000231964	102724323	
10608	ENSG00000231970	NA	
10609	ENSG00000232150	NA	ST13P4
10610	ENSG00000232187	NA	FTH1P7
10611	ENSG00000232460	NA	BMPR1AP2
10612	ENSG00000232573	NA	RPL3P4
10613	ENSG00000232888	NA	RPS11P5
10614	ENSG00000232934	NA	
10615	ENSG00000233024	NA	NPIPA9
10616	ENSG00000233122	NA	CTAGE7P
10617	ENSG00000233144	NA	
10618	ENSG00000233588	NA	CYP51A1P2
10619	ENSG00000233610	100129597	LINC00462
10620	ENSG00000233614	727856	DDX11L10
10621	ENSG00000233614	100287029	DDX11L10
10622	ENSG00000233665	NA	
10623	ENSG00000233695	NA	GAS6-AS1
10624	ENSG00000234268	NA	
10625	ENSG00000234377	100874222	OBI1-AS1
10626	ENSG00000234420	100129482	ZNF37BP
10627	ENSG00000234608	51275	MAPKAPK5-AS1
10628	ENSG00000234648	NA	
10629	ENSG00000234664	NA	HMGN2P5
10630	ENSG00000234719	729978	NPIPB2
10631	ENSG00000234769	NA	WASH4P
10632	ENSG00000234797	NA	RPS3AP6
10633	ENSG00000234964	NA	FABP5P7
10634	ENSG00000235027	NA	
10635	ENSG00000235162	387882	C12orf75
10636	ENSG00000235194	90673	PPP1R3E
10637	ENSG00000235245	NA	
10638	ENSG00000235316	NA	DUSP8P5
10639	ENSG00000235366	NA	LINC01055
10640	ENSG00000235489	NA	DBF4P1
10641	ENSG00000235505	643733	CASP4LP
10642	ENSG00000235602	642559	POU5F1P3
10643	ENSG00000235618	100421577	FAM21EP
10644	ENSG00000235706	400242	DICER1-AS1
10645	ENSG00000235823	90271	OLMALINC
10646	ENSG00000235872	NA	
10647	ENSG00000236051	100874212	MYCBP2-AS1
10648	ENSG00000236058	NA	RPL17P36
10649	ENSG00000236264	NA	RPL26P30
10650	ENSG00000236287	58486	ZBED5
10651	ENSG00000236304	107984360	
10652	ENSG00000236349	NA	SUCLG2P2
10653	ENSG00000236552	728658	RPL13AP5
10654	ENSG00000236565	NA	HNRNPA3P5
10655	ENSG00000236756	414245	DNAJC9-AS1
10656	ENSG00000236778	NA	INTS6-AS1
10657	ENSG00000236935	NA	
10658	ENSG00000236991	NA	EDRF1-AS1
10659	ENSG00000237036	220930	ZEB1-AS1
10660	ENSG00000237054	NA	PRMT5-AS1
10661	ENSG00000237169	NA	RPL12P27
10662	ENSG00000237296	NA	SMG1P1
10663	ENSG00000237493	NA	
10664	ENSG00000238105	55592	GOLGA2P5
10665	ENSG00000238121	100188949	LINC00426
10666	ENSG00000238280	NA	
10667	ENSG00000238795	677777	SCARNA12
10668	ENSG00000239306	10432	RBM14
10669	ENSG00000240041	NA	IGHJ4
10670	ENSG00000240087	NA	RPSAP12
10671	ENSG00000240342	NA	RPS2P5
10672	ENSG00000240527	NA	
10673	ENSG00000240771	115557	ARHGEF25
10674	ENSG00000241170	NA	
10675	ENSG00000241353	NA	PPP1R2P4
10676	ENSG00000241556	NA	
10677	ENSG00000241839	80301	PLEKHO2
10678	ENSG00000242071	NA	RPL7AP6
10679	ENSG00000242288	113939925	
10680	ENSG00000242338	NA	BMS1P4
10681	ENSG00000242444	NA	
10682	ENSG00000242472	NA	IGHJ5
10683	ENSG00000242612	26063	DECR2
10684	ENSG00000242887	NA	IGHJ3
10685	ENSG00000243406	100887750	MRPS31P5
10686	ENSG00000243660	642819	ZNF487
10687	ENSG00000243716	100132247	NPIPB5
10688	ENSG00000243964	NA	RPL23AP65
10689	ENSG00000244242	402778	IFITM10
10690	ENSG00000244257	NA	PKD1P1
10691	ENSG00000244270	NA	RPL32P29
10692	ENSG00000244313	NA	
10693	ENSG00000244332	NA	
10694	ENSG00000244398	NA	
10695	ENSG00000244734	3043	HBB
10696	ENSG00000244754	10443	N4BP2L2
10697	ENSG00000244879	NA	GABPB1-AS1
10698	ENSG00000245148	100506020	ARAP1-AS2
10699	ENSG00000245311	101928646	ARNTL2-AS1
10700	ENSG00000245385	NA	
10701	ENSG00000245466	101928075	
10702	ENSG00000245482	NA	
10703	ENSG00000245498	100507283	
10704	ENSG00000245532	283131	NEAT1
10705	ENSG00000245534	101928784	RORA-AS1
10706	ENSG00000245552	101929295	
10707	ENSG00000245571	101927204	FAM111A-DT
10708	ENSG00000245573	497258	BDNF-AS
10709	ENSG00000245614	100506660	DDX11-AS1
10710	ENSG00000245648	101928100	
10711	ENSG00000245849	100505648	RAD51-AS1
10712	ENSG00000245904	NA	
10713	ENSG00000246174	100289388	KCTD21-AS1
10714	ENSG00000246223	388011	LINC01550
10715	ENSG00000246250	NA	
10716	ENSG00000246273	283104	SBF2-AS1
10717	ENSG00000246451	NA	
10718	ENSG00000246705	55766	H2AJ
10719	ENSG00000246790	NA	
10720	ENSG00000246889	NA	
10721	ENSG00000246922	390595	UBAP1L
10722	ENSG00000246985	144481	SOCS2-AS1
10723	ENSG00000247077	192111	PGAM5
10724	ENSG00000247092	NA	SNHG10
10725	ENSG00000247095	NA	MIR210HG
10726	ENSG00000247137	NA	
10727	ENSG00000247240	440288	UBL7-AS1
10728	ENSG00000247271	729013	ZBED5-AS1
10729	ENSG00000247363	100507250	
10730	ENSG00000247400	100289274	DNAJC3-DT
10731	ENSG00000247473	100852407	CARS1-AS1
10732	ENSG00000247556	729082	OIP5-AS1
10733	ENSG00000247595	100506540	SPTY2D1OS
10734	ENSG00000247728	NA	
10735	ENSG00000247774	100233209	PCED1B-AS1
10736	ENSG00000247853	NA	
10737	ENSG00000247903	NA	
10738	ENSG00000247982	283663	LINC00926
10739	ENSG00000248008	100506668	NRAV
10740	ENSG00000248124	NA	RRN3P1
10741	ENSG00000248334	NA	WHAMMP2
10742	ENSG00000248508	100131089	SRP14-AS1
10743	ENSG00000248905	342184	FMN1
10744	ENSG00000249456	NA	
10745	ENSG00000249790	NA	
10746	ENSG00000250073	101929340	
10747	ENSG00000250251	NA	PKD1P6
10748	ENSG00000250299	NA	MRPS31P4
10749	ENSG00000250303	283140	LINC02762
10750	ENSG00000250379	NA	
10751	ENSG00000250510	27239	GPR162
10752	ENSG00000250959	2749	GLUD1P3
10753	ENSG00000250988	100505616	SNHG21
10754	ENSG00000251002	105370401	
10755	ENSG00000251143	100128494	
10756	ENSG00000251301	NA	LINC02384
10757	ENSG00000251364	100506258	
10758	ENSG00000251393	NA	
10759	ENSG00000251602	100507437	
10760	ENSG00000251661	NA	
10761	ENSG00000253309	647174	SERPINE3
10762	ENSG00000253364	NA	COPDA1
10763	ENSG00000253626	143244	EIF5AL1
10764	ENSG00000253710	440138	ALG11
10765	ENSG00000253719	552889	ATXN7L3B
10766	ENSG00000253755	NA	IGHGP
10767	ENSG00000254400	NA	
10768	ENSG00000254406	NA	
10769	ENSG00000254420	NA	
10770	ENSG00000254429	NA	
10771	ENSG00000254433	NA	
10772	ENSG00000254452	NA	
10773	ENSG00000254459	NA	
10774	ENSG00000254461	NA	
10775	ENSG00000254469	100133315	
10776	ENSG00000254470	91056	AP5B1
10777	ENSG00000254501	NA	
10778	ENSG00000254505	29082	CHMP4A
10779	ENSG00000254528	NA	
10780	ENSG00000254559	NA	
10781	ENSG00000254595	NA	
10782	ENSG00000254598	283106	CSNK2A3
10783	ENSG00000254612	NA	DNAJB6P1
10784	ENSG00000254635	NA	WAC-AS1
10785	ENSG00000254641	NA	
10786	ENSG00000254662	NA	
10787	ENSG00000254680	NA	
10788	ENSG00000254681	NA	PKD1P5
10789	ENSG00000254682	NA	
10790	ENSG00000254693	NA	
10791	ENSG00000254703	100507392	SENCR
10792	ENSG00000254719	NA	
10793	ENSG00000254721	NA	
10794	ENSG00000254783	NA	
10795	ENSG00000254789	NA	
10796	ENSG00000254814	NA	
10797	ENSG00000254815	692247	LMNTD2-AS1
10798	ENSG00000254837	100287896	
10799	ENSG00000254838	387751	GVINP1
10800	ENSG00000254844	NA	
10801	ENSG00000254855	NA	
10802	ENSG00000254860	493900	TMEM9B-AS1
10803	ENSG00000254907	NA	
10804	ENSG00000254910	NA	
10805	ENSG00000254911	619383	SCARNA9
10806	ENSG00000254911	100158262	SCARNA9
10807	ENSG00000254912	NA	
10808	ENSG00000254928	NA	
10809	ENSG00000254986	10072	DPP3
10810	ENSG00000255026	NA	
10811	ENSG00000255031	NA	
10812	ENSG00000255045	NA	
10813	ENSG00000255108	NA	
10814	ENSG00000255114	NA	
10815	ENSG00000255121	NA	CCDC84-DT
10816	ENSG00000255126	NA	
10817	ENSG00000255135	NA	
10818	ENSG00000255139	NA	
10819	ENSG00000255150	493861	EID3
10820	ENSG00000255153	255512	TOLLIP-AS1
10821	ENSG00000255197	NA	
10822	ENSG00000255198	NA	SNHG9
10823	ENSG00000255252	NA	
10824	ENSG00000255276	NA	RRM1-AS1
10825	ENSG00000255284	171391	
10826	ENSG00000255328	NA	
10827	ENSG00000255351	NA	
10828	ENSG00000255375	NA	
10829	ENSG00000255435	NA	
10830	ENSG00000255443	NA	CD44-AS1
10831	ENSG00000255448	NA	
10832	ENSG00000255449	NA	
10833	ENSG00000255455	103611081	
10834	ENSG00000255467	NA	
10835	ENSG00000255507	100506113	UVRAG-DT
10836	ENSG00000255513	NA	
10837	ENSG00000255517	101928069	
10838	ENSG00000255624	NA	C10orf88B
10839	ENSG00000255680	NA	
10840	ENSG00000255717	23642	SNHG1
10841	ENSG00000255725	NA	TDGP1
10842	ENSG00000255733	100885789	IFNG-AS1
10843	ENSG00000255760	NA	LINC02422
10844	ENSG00000255801	NA	
10845	ENSG00000255823	100463486	MTRNR2L8
10846	ENSG00000255837	259295	TAS2R20
10847	ENSG00000255857	NA	PXN-AS1
10848	ENSG00000255893	NA	
10849	ENSG00000255929	105369438	
10850	ENSG00000255949	NA	RPS6KB2-AS1
10851	ENSG00000255959	NA	
10852	ENSG00000256007	NA	ARAP1-AS1
10853	ENSG00000256034	NA	
10854	ENSG00000256039	NA	LINC02446
10855	ENSG00000256053	84334	COA8
10856	ENSG00000256072	NA	
10857	ENSG00000256116	NA	
10858	ENSG00000256238	NA	SUPT16HP1
10859	ENSG00000256262	NA	USP30-AS1
10860	ENSG00000256269	3145	HMBS
10861	ENSG00000256338	NA	RPL41P2
10862	ENSG00000256364	NA	
10863	ENSG00000256448	NA	
10864	ENSG00000256514	NA	
10865	ENSG00000256537	100129361	SMIM10L1
10866	ENSG00000256568	NA	
10867	ENSG00000256569	NA	
10868	ENSG00000256576	100996246	LINC02361
10869	ENSG00000256581	NA	NLRP9P1
10870	ENSG00000256594	374443	
10871	ENSG00000256660	387837	CLEC12B
10872	ENSG00000256663	NA	
10873	ENSG00000256664	NA	
10874	ENSG00000256667	NA	KLRA1P
10875	ENSG00000256690	105369332	
10876	ENSG00000256745	NA	
10877	ENSG00000256747	NA	
10878	ENSG00000256813	NA	
10879	ENSG00000256928	NA	
10880	ENSG00000256967	NA	
10881	ENSG00000257000	NA	
10882	ENSG00000257027	NA	
10883	ENSG00000257122	NA	RRN3P3
10884	ENSG00000257167	100128191	TMPO-AS1
10885	ENSG00000257176	100506606	
10886	ENSG00000257181	NA	
10887	ENSG00000257221	NA	
10888	ENSG00000257225	NA	
10889	ENSG00000257242	256021	LINC01619
10890	ENSG00000257261	NA	
10891	ENSG00000257270	NA	
10892	ENSG00000257275	NA	
10893	ENSG00000257279	100506551	
10894	ENSG00000257285	101926933	
10895	ENSG00000257303	NA	
10896	ENSG00000257322	NA	
10897	ENSG00000257337	283335	
10898	ENSG00000257342	NA	
10899	ENSG00000257345	NA	LINC02413
10900	ENSG00000257359	NA	
10901	ENSG00000257365	2342	FNTB
10902	ENSG00000257365	100529261	FNTB
10903	ENSG00000257386	NA	
10904	ENSG00000257410	NA	
10905	ENSG00000257433	NA	
10906	ENSG00000257452	NA	
10907	ENSG00000257453	NA	
10908	ENSG00000257489	NA	
10909	ENSG00000257495	100127967	KRT73-AS1
10910	ENSG00000257497	NA	
10911	ENSG00000257511	NA	
10912	ENSG00000257550	100652999	
10913	ENSG00000257553	NA	
10914	ENSG00000257557	NA	PPP1R12A-AS1
10915	ENSG00000257596	112935960	SCAT2
10916	ENSG00000257605	NA	MYG1-AS1
10917	ENSG00000257621	379025	PSMA3-AS1
10918	ENSG00000257642	105369954	
10919	ENSG00000257653	NA	
10920	ENSG00000257663	NA	
10921	ENSG00000257671	109729127	KRT7-AS
10922	ENSG00000257698	NA	GIHCG
10923	ENSG00000257715	NA	
10924	ENSG00000257727	10330	CNPY2
10925	ENSG00000257764	NA	
10926	ENSG00000257809	NA	
10927	ENSG00000257815	101928062	PRANCR
10928	ENSG00000257824	NA	
10929	ENSG00000257851	NA	HNRNPA3P10
10930	ENSG00000257878	NA	
10931	ENSG00000257913	105369758	DDN-AS1
10932	ENSG00000258017	NA	
10933	ENSG00000258034	NA	
10934	ENSG00000258056	105369779	
10935	ENSG00000258057	100286844	BCDIN3D-AS1
10936	ENSG00000258092	NA	
10937	ENSG00000258136	101929162	
10938	ENSG00000258199	NA	
10939	ENSG00000258232	NA	
10940	ENSG00000258289	91612	CHURC1
10941	ENSG00000258301	100506603	VASH1-AS1
10942	ENSG00000258317	NA	
10943	ENSG00000258325	NA	ITFG2-AS1
10944	ENSG00000258334	101927267	
10945	ENSG00000258376	NA	
10946	ENSG00000258377	NA	
10947	ENSG00000258384	NA	RCCD1-AS1
10948	ENSG00000258407	NA	
10949	ENSG00000258427	NA	RBM8B
10950	ENSG00000258430	NA	
10951	ENSG00000258441	283624	LINC00641
10952	ENSG00000258449	NA	
10953	ENSG00000258451	NA	EGILA
10954	ENSG00000258461	NA	
10955	ENSG00000258471	101929718	
10956	ENSG00000258476	NA	LINC02207
10957	ENSG00000258477	NA	PPIAP6
10958	ENSG00000258515	NA	
10959	ENSG00000258525	100506071	
10960	ENSG00000258554	NA	
10961	ENSG00000258559	NA	
10962	ENSG00000258572	NA	
10963	ENSG00000258608	NA	DNAJC19P9
10964	ENSG00000258644	100529257	SYNJ2BP-COX16
10965	ENSG00000258645	NA	HSPE1P2
10966	ENSG00000258646	NA	
10967	ENSG00000258666	NA	
10968	ENSG00000258667	105370526	HIF1A-AS3
10969	ENSG00000258701	196872	LINC00638
10970	ENSG00000258704	NA	SRP54-AS1
10971	ENSG00000258725	100507118	PRC1-AS1
10972	ENSG00000258727	102724814	
10973	ENSG00000258738	112268124	
10974	ENSG00000258741	NA	H2AZ2P1
10975	ENSG00000258745	NA	
10976	ENSG00000258757	NA	
10977	ENSG00000258761	NA	
10978	ENSG00000258819	102724190	LINC02289
10979	ENSG00000258824	NA	
10980	ENSG00000258831	NA	
10981	ENSG00000258891	NA	
10982	ENSG00000258892	NA	
10983	ENSG00000258900	NA	HNRNPCP1
10984	ENSG00000258920	400236	FOXN3-AS1
10985	ENSG00000258944	NA	
10986	ENSG00000258959	NA	
10987	ENSG00000258964	NA	
10988	ENSG00000258985	NA	
10989	ENSG00000259001	NA	
10990	ENSG00000259007	NA	
10991	ENSG00000259032	NA	ENSAP2
10992	ENSG00000259049	NA	
10993	ENSG00000259053	NA	
10994	ENSG00000259065	NA	
10995	ENSG00000259078	NA	PTBP1P
10996	ENSG00000259086	NA	KIAA1143P1
10997	ENSG00000259118	NA	
10998	ENSG00000259143	NA	
10999	ENSG00000259153	100506411	
11000	ENSG00000259172	NA	
11001	ENSG00000259185	NA	
11002	ENSG00000259201	NA	
11003	ENSG00000259211	NA	
11004	ENSG00000259238	NA	
11005	ENSG00000259248	NA	USP3-AS1
11006	ENSG00000259250	NA	
11007	ENSG00000259291	109729181	ZNF710-AS1
11008	ENSG00000259314	NA	
11009	ENSG00000259319	NA	
11010	ENSG00000259322	NA	
11011	ENSG00000259326	NA	
11012	ENSG00000259330	100505573	INAFM2
11013	ENSG00000259352	NA	
11014	ENSG00000259363	NA	
11015	ENSG00000259375	NA	
11016	ENSG00000259407	NA	
11017	ENSG00000259409	NA	BMF-AS1
11018	ENSG00000259448	NA	LINC02352
11019	ENSG00000259468	NA	
11020	ENSG00000259479	653381	SORD2P
11021	ENSG00000259488	NA	
11022	ENSG00000259494	26589	MRPL46
11023	ENSG00000259515	NA	
11024	ENSG00000259521	NA	INO80-AS1
11025	ENSG00000259536	NA	
11026	ENSG00000259544	NA	
11027	ENSG00000259562	NA	
11028	ENSG00000259583	101927751	
11029	ENSG00000259589	NA	
11030	ENSG00000259595	NA	
11031	ENSG00000259627	NA	
11032	ENSG00000259658	100128108	
11033	ENSG00000259661	NA	
11034	ENSG00000259668	NA	
11035	ENSG00000259670	NA	
11036	ENSG00000259673	100506686	IQCH-AS1
11037	ENSG00000259674	NA	
11038	ENSG00000259678	NA	
11039	ENSG00000259684	NA	
11040	ENSG00000259704	105370969	
11041	ENSG00000259712	NA	
11042	ENSG00000259715	NA	
11043	ENSG00000259736	101926895	CRTC3-AS1
11044	ENSG00000259746	NA	HSPE1P3
11045	ENSG00000259755	NA	
11046	ENSG00000259772	283710	
11047	ENSG00000259781	NA	HMGB1P6
11048	ENSG00000259792	NA	
11049	ENSG00000259917	NA	HNRNPLP2
11050	ENSG00000259939	NA	
11051	ENSG00000259948	NA	
11052	ENSG00000259994	NA	
11053	ENSG00000260017	NA	
11054	ENSG00000260037	NA	
11055	ENSG00000260051	NA	
11056	ENSG00000260196	NA	
11057	ENSG00000260206	NA	
11058	ENSG00000260260	100507303	SNHG19
11059	ENSG00000260269	NA	
11060	ENSG00000260276	NA	
11061	ENSG00000260277	NA	
11062	ENSG00000260285	NA	
11063	ENSG00000260350	NA	
11064	ENSG00000260361	NA	
11065	ENSG00000260401	NA	
11066	ENSG00000260461	NA	
11067	ENSG00000260534	NA	
11068	ENSG00000260565	NA	ERVK13-1
11069	ENSG00000260566	NA	
11070	ENSG00000260592	NA	
11071	ENSG00000260618	NA	
11072	ENSG00000260711	NA	
11073	ENSG00000260729	NA	
11074	ENSG00000260751	NA	
11075	ENSG00000260773	NA	
11076	ENSG00000260806	NA	
11077	ENSG00000260807	115804232	CEROX1
11078	ENSG00000260898	100287559	ADPGK-AS1
11079	ENSG00000260910	NA	LINC00565
11080	ENSG00000260916	9236	CCPG1
11081	ENSG00000260917	103344931	
11082	ENSG00000260934	NA	
11083	ENSG00000260943	NA	LINC02555
11084	ENSG00000260966	NA	
11085	ENSG00000261002	NA	
11086	ENSG00000261054	NA	
11087	ENSG00000261069	NA	
11088	ENSG00000261093	NA	
11089	ENSG00000261098	NA	
11090	ENSG00000261105	101927155	LMO7-AS1
11091	ENSG00000261113	NA	
11092	ENSG00000261136	NA	
11093	ENSG00000261240	NA	
11094	ENSG00000261312	NA	
11095	ENSG00000261324	NA	
11096	ENSG00000261351	NA	
11097	ENSG00000261438	NA	
11098	ENSG00000261448	102723692	
11099	ENSG00000261460	NA	
11100	ENSG00000261485	NA	PAN3-AS1
11101	ENSG00000261505	NA	
11102	ENSG00000261553	NA	
11103	ENSG00000261596	NA	
11104	ENSG00000261641	NA	
11105	ENSG00000261659	NA	
11106	ENSG00000261663	NA	
11107	ENSG00000261684	NA	
11108	ENSG00000261687	NA	
11109	ENSG00000261691	NA	
11110	ENSG00000261723	NA	
11111	ENSG00000261759	NA	
11112	ENSG00000261762	NA	
11113	ENSG00000261771	100533483	DNAAF4-CCPG1
11114	ENSG00000261779	NA	
11115	ENSG00000261799	NA	
11116	ENSG00000261801	100287616	LOXL1-AS1
11117	ENSG00000261822	NA	
11118	ENSG00000261971	NA	MMP25-AS1
11119	ENSG00000262151	NA	
11120	ENSG00000262152	NA	LINC00514
11121	ENSG00000262370	NA	
11122	ENSG00000262420	NA	
11123	ENSG00000262454	NA	MIR193BHG
11124	ENSG00000262468	NA	LINC01569
11125	ENSG00000262528	NA	
11126	ENSG00000262712	NA	
11127	ENSG00000262732	NA	
11128	ENSG00000263072	NA	ZNF213-AS1
11129	ENSG00000263212	NA	
11130	ENSG00000263235	NA	
11131	ENSG00000263244	NA	
11132	ENSG00000263335	NA	
11133	ENSG00000265967	NA	
11134	ENSG00000266923	NA	
11135	ENSG00000267940	NA	
11136	ENSG00000269176	NA	
11137	ENSG00000269514	NA	
11138	ENSG00000269609	100505761	RPARP-AS1
11139	ENSG00000269821	10984	KCNQ1OT1
11140	ENSG00000269892	NA	
11141	ENSG00000269906	NA	
11142	ENSG00000269926	NA	DDIT4-AS1
11143	ENSG00000269930	NA	
11144	ENSG00000269937	NA	
11145	ENSG00000269958	NA	
11146	ENSG00000269968	NA	
11147	ENSG00000270008	NA	
11148	ENSG00000270055	NA	
11149	ENSG00000270060	NA	
11150	ENSG00000270062	NA	
11151	ENSG00000270075	NA	
11152	ENSG00000270127	NA	
11153	ENSG00000270505	NA	IGHV1OR15-1
11154	ENSG00000270589	NA	
11155	ENSG00000270972	NA	
11156	ENSG00000271335	NA	
11157	ENSG00000271670	NA	
11158	ENSG00000271725	NA	
11159	ENSG00000271780	NA	
11160	ENSG00000271933	NA	
11161	ENSG00000272079	NA	
11162	ENSG00000272140	NA	
11163	ENSG00000272160	NA	RNU4-5P
11164	ENSG00000272368	NA	
11165	ENSG00000272589	100507331	ZSWIM8-AS1
11166	ENSG00000272599	NA	
11167	ENSG00000272630	NA	
11168	ENSG00000272631	NA	
11169	ENSG00000272734	NA	ADIRF-AS1
11170	ENSG00000272767	84989	JMJD1C-AS1
11171	ENSG00000272849	NA	
11172	ENSG00000272888	NA	LINC01578
11173	ENSG00000272909	NA	
11174	ENSG00000272914	NA	
11175	ENSG00000272933	NA	
11176	ENSG00000272983	NA	
11177	ENSG00000273008	NA	
11178	ENSG00000273015	NA	
11179	ENSG00000273149	NA	
11180	ENSG00000273162	NA	
11181	ENSG00000273262	NA	
11182	ENSG00000273485	NA	
11183	ENSG00000000419	8813	DPM1
11184	ENSG00000002834	3927	LASP1
11185	ENSG00000002919	29916	SNX11
11186	ENSG00000003249	79007	DBNDD1
11187	ENSG00000004139	23098	SARM1
11188	ENSG00000004142	26073	POLDIP2
11189	ENSG00000004660	84254	CAMKK1
11190	ENSG00000004776	126393	HSPB6
11191	ENSG00000004777	115703	ARHGAP33
11192	ENSG00000004897	996	CDC27
11193	ENSG00000004939	6521	SLC4A1
11194	ENSG00000004975	1856	DVL2
11195	ENSG00000005007	5976	UPF1
11196	ENSG00000005100	56919	DHX33
11197	ENSG00000005156	3980	LIG3
11198	ENSG00000005194	57019	CIAPIN1
11199	ENSG00000005206	56928	SPPL2B
11200	ENSG00000005243	51226	COPZ2
11201	ENSG00000005379	9256	TSPOAP1
11202	ENSG00000005381	4353	MPO
11203	ENSG00000005844	3683	ITGAL
11204	ENSG00000005882	5164	PDK2
11205	ENSG00000005884	3675	ITGA3
11206	ENSG00000005961	3674	ITGA2B
11207	ENSG00000006015	55049	REX1BD
11208	ENSG00000006025	114881	OSBPL7
11209	ENSG00000006062	9020	MAP3K14
11210	ENSG00000006125	163	AP2B1
11211	ENSG00000006210	6376	CX3CL1
11212	ENSG00000006282	64847	SPATA20
11213	ENSG00000006638	6915	TBXA2R
11214	ENSG00000006659	56891	LGALS14
11215	ENSG00000006695	1352	COX10
11216	ENSG00000006712	54623	PAF1
11217	ENSG00000006740	9912	ARHGAP44
11218	ENSG00000006744	60528	ELAC2
11219	ENSG00000007047	57787	MARK4
11220	ENSG00000007080	115098	CCDC124
11221	ENSG00000007129	90273	CEACAM21
11222	ENSG00000007168	5048	PAFAH1B1
11223	ENSG00000007202	9703	KIAA0100
11224	ENSG00000007237	8522	GAS7
11225	ENSG00000007255	79090	TRAPPC6A
11226	ENSG00000007264	4145	MATK
11227	ENSG00000007312	974	CD79B
11228	ENSG00000007314	6329	SCN4A
11229	ENSG00000008283	1534	CYB561
11230	ENSG00000008294	9043	SPAG9
11231	ENSG00000008382	84954	MPND
11232	ENSG00000008438	8993	PGLYRP1
11233	ENSG00000008441	4784	NFIX
11234	ENSG00000008838	9862	MED24
11235	ENSG00000010244	7756	ZNF207
11236	ENSG00000010310	2696	GIPR
11237	ENSG00000010361	80199	FUZ
11238	ENSG00000011028	9902	MRC2
11239	ENSG00000011132	9546	APBA3
11240	ENSG00000011143	54903	MKS1
11241	ENSG00000011243	26993	AKAP8L
11242	ENSG00000011258	54799	MBTD1
11243	ENSG00000011260	51096	UTP18
11244	ENSG00000011295	54902	TTC19
11245	ENSG00000011304	5725	PTBP1
11246	ENSG00000011332	8193	DPF1
11247	ENSG00000011422	5329	PLAUR
11248	ENSG00000011451	58525	WIZ
11249	ENSG00000011478	54814	QPCTL
11250	ENSG00000011485	5536	PPP5C
11251	ENSG00000011590	27033	ZBTB32
11252	ENSG00000011600	7305	TYROBP
11253	ENSG00000012048	672	BRCA1
11254	ENSG00000012061	2067	ERCC1
11255	ENSG00000012124	933	CD22
11256	ENSG00000013275	5704	PSMC4
11257	ENSG00000013306	51629	SLC25A39
11258	ENSG00000013364	9961	MVP
11259	ENSG00000015475	637	BID
11260	ENSG00000015532	64132	XYLT2
