ensembl_gene_id	entrezgene_id	hgnc_symbol
1767	ENSG00000157873	8764	TNFRSF14
1768	ENSG00000157881	55229	PANK4
1769	ENSG00000157911	5192	PEX10
1770	ENSG00000157916	11079	RER1
1771	ENSG00000157933	6497	SKI
1772	ENSG00000157978	26119	LDLRAP1
1773	ENSG00000157985	116987	AGAP1
1774	ENSG00000157992	200634	KRTCAP3
1775	ENSG00000158006	5051	PAFAH2
1776	ENSG00000158019	9577	BABAM2
1777	ENSG00000158050	1844	DUSP2
1778	ENSG00000158062	91544	UBXN11
1779	ENSG00000158089	79623	GALNT14
1780	ENSG00000158092	4690	NCK1
1781	ENSG00000158109	127262	TPRG1L
1782	ENSG00000158156	55113	XKR8
1783	ENSG00000158158	26504	CNNM4
1784	ENSG00000158161	2140	EYA3
1785	ENSG00000158186	22808	MRAS
1786	ENSG00000158195	10163	WASF2
1787	ENSG00000158234	55179	FAIM
1788	ENSG00000158286	388591	RNF207
1789	ENSG00000158292	387509	GPR153
1790	ENSG00000158411	129531	MITD1
1791	ENSG00000158417	9669	EIF5B
1792	ENSG00000158428	375307	CATIP
1793	ENSG00000158435	55571	CNOT11
1794	ENSG00000158473	912	CD1D
1795	ENSG00000158481	911	CD1C
1796	ENSG00000158552	130617	ZFAND2B
1797	ENSG00000158615	84919	PPP1R15B
1798	ENSG00000158710	8407	TAGLN2
1799	ENSG00000158711	2005	ELK4
1800	ENSG00000158715	85414	SLC45A3
1801	ENSG00000158716	54935	DUSP23
1802	ENSG00000158773	7391	USF1
1803	ENSG00000158793	4817	NIT1
1804	ENSG00000158796	9191	DEDD
1805	ENSG00000158825	978	CDA
1806	ENSG00000158828	65018	PINK1
1807	ENSG00000158850	8703	B4GALT3
1808	ENSG00000158864	4720	NDUFS2
1809	ENSG00000158869	2207	FCER1G
1810	ENSG00000158882	84134	TOMM40L
1811	ENSG00000158887	4359	MPZ
1812	ENSG00000159023	2035	EPB41
1813	ENSG00000159164	9900	SV2A
1814	ENSG00000159166	3898	LAD1
1815	ENSG00000159173	7135	TNNI1
1816	ENSG00000159176	1465	CSRP1
1817	ENSG00000159189	714	C1QC
1818	ENSG00000159208	148523	CIART
1819	ENSG00000159214	149473	CCDC24
1820	ENSG00000159239	NA	
1821	ENSG00000159339	23569	PADI4
1822	ENSG00000159346	51094	ADIPOR1
1823	ENSG00000159348	51706	CYB5R1
1824	ENSG00000159352	5710	PSMD4
1825	ENSG00000159363	23400	ATP13A2
1826	ENSG00000159377	5692	PSMB4
1827	ENSG00000159388	7832	BTG2
1828	ENSG00000159399	3099	HK2
1829	ENSG00000159423	8659	ALDH4A1
1830	ENSG00000159445	117145	THEM4
1831	ENSG00000159479	112950	MED8
1832	ENSG00000159588	149483	CCDC17
1833	ENSG00000159592	60313	GPBP1L1
1834	ENSG00000159596	51249	TMEM69
1835	ENSG00000159658	9813	EFCAB14
1836	ENSG00000159674	10417	SPON2
1837	ENSG00000159685	84303	CHCHD6
1838	ENSG00000159692	1487	CTBP1
1839	ENSG00000159733	57732	ZFYVE28
1840	ENSG00000159788	6002	RGS12
1841	ENSG00000160049	1676	DFFA
1842	ENSG00000160050	79140	CCDC28B
1843	ENSG00000160051	55721	IQCC
1844	ENSG00000160055	56063	TMEM234
1845	ENSG00000160058	55108	BSDC1
1846	ENSG00000160072	83858	ATAD3B
1847	ENSG00000160075	29101	SSU72
1848	ENSG00000160087	118424	UBE2J2
1849	ENSG00000160094	149076	ZNF362
1850	ENSG00000160124	131076	CCDC58
1851	ENSG00000160145	8997	KALRN
1852	ENSG00000160679	26097	CHTOP
1853	ENSG00000160685	51043	ZBTB7B
1854	ENSG00000160688	80308	FLAD1
1855	ENSG00000160691	6464	SHC1
1856	ENSG00000160710	103	ADAR
1857	ENSG00000160712	3570	IL6R
1858	ENSG00000160714	55585	UBE2Q1
1859	ENSG00000160741	200186	CRTC2
1860	ENSG00000160746	55129	ANO10
1861	ENSG00000160752	2224	FDPS
1862	ENSG00000160753	23623	RUSC1
1863	ENSG00000160766	2630	GBAP1
1864	ENSG00000160767	10712	FAM189B
1865	ENSG00000160781	79957	PAQR6
1866	ENSG00000160783	11243	PMF1
1867	ENSG00000160785	9673	SLC25A44
1868	ENSG00000160789	4000	LMNA
1869	ENSG00000160791	1234	CCR5
1870	ENSG00000160796	23218	NBEAL2
1871	ENSG00000160799	151903	CCDC12
1872	ENSG00000160803	56893	UBQLN4
1873	ENSG00000160818	54865	GPATCH4
1874	ENSG00000160856	115352	FCRL3
1875	ENSG00000161202	1857	DVL3
1876	ENSG00000161203	1173	AP2M1
1877	ENSG00000161204	55324	ABCF3
1878	ENSG00000161217	5130	PCYT1A
1879	ENSG00000161267	622	BDH1
1880	ENSG00000162244	6159	RPL29
1881	ENSG00000162366	10158	PDZK1IP1
1882	ENSG00000162367	6886	TAL1
1883	ENSG00000162368	51727	CMPK1
1884	ENSG00000162373	79656	BEND5
1885	ENSG00000162377	65260	COA7
1886	ENSG00000162378	79699	ZYG11B
1887	ENSG00000162384	54987	CZIB
1888	ENSG00000162385	4116	MAGOH
1889	ENSG00000162396	25973	PARS2
1890	ENSG00000162402	23358	USP24
1891	ENSG00000162407	8613	PLPP3
1892	ENSG00000162408	79707	NOL9
1893	ENSG00000162413	9903	KLHL21
1894	ENSG00000162419	10691	GMEB1
1895	ENSG00000162430	57190	SELENON
1896	ENSG00000162433	205	AK4
1897	ENSG00000162434	3716	JAK1
1898	ENSG00000162438	11330	CTRC
1899	ENSG00000162441	84328	LZIC
1900	ENSG00000162444	116362	RBP7
1901	ENSG00000162461	284723	SLC25A34
1902	ENSG00000162482	22977	AKR7A3
1903	ENSG00000162490	374946	DRAXIN
1904	ENSG00000162496	9249	DHRS3
1905	ENSG00000162510	4146	MATN1
1906	ENSG00000162511	7805	LAPTM5
1907	ENSG00000162512	9672	SDC3
1908	ENSG00000162517	553115	PEF1
1909	ENSG00000162521	5928	RBBP4
1910	ENSG00000162522	57648	KIAA1522
1911	ENSG00000162542	255104	TMCO4
1912	ENSG00000162551	249	ALPL
1913	ENSG00000162552	54361	WNT4
1914	ENSG00000162572	6339	SCNN1D
1915	ENSG00000162576	54587	MXRA8
1916	ENSG00000162585	199990	FAAP20
1917	ENSG00000162591	1953	MEGF6
1918	ENSG00000162594	149233	IL23R
1919	ENSG00000162599	4774	NFIA
1920	ENSG00000162600	115209	OMA1
1921	ENSG00000162601	114803	MYSM1
1922	ENSG00000162604	83941	TM2D1
1923	ENSG00000162607	7398	USP1
1924	ENSG00000162613	8880	FUBP1
1925	ENSG00000162614	91624	NEXN
1926	ENSG00000162616	11080	DNAJB4
1927	ENSG00000162620	127255	LRRIQ3
1928	ENSG00000162623	127253	TYW3
1929	ENSG00000162631	22854	NTNG1
1930	ENSG00000162636	284611	FAM102B
1931	ENSG00000162639	113802	HENMT1
1932	ENSG00000162642	148423	C1orf52
1933	ENSG00000162643	126820	WDR63
1934	ENSG00000162645	2634	GBP2
1935	ENSG00000162650	127002	ATXN7L2
1936	ENSG00000162654	115361	GBP4
1937	ENSG00000162664	284695	ZNF326
1938	ENSG00000162676	2672	GFI1
1939	ENSG00000162688	178	AGL
1940	ENSG00000162692	7412	VCAM1
1941	ENSG00000162694	2135	EXTL2
1942	ENSG00000162695	148867	SLC30A7
1943	ENSG00000162702	23528	ZNF281
1944	ENSG00000162704	10092	ARPC5
1945	ENSG00000162711	114548	NLRP3
1946	ENSG00000162714	84838	ZNF496
1947	ENSG00000162722	25893	TRIM58
1948	ENSG00000162729	93185	IGSF8
1949	ENSG00000162733	4921	DDR2
1950	ENSG00000162734	8682	PEA15
1951	ENSG00000162735	5824	PEX19
1952	ENSG00000162736	23385	NCSTN
1953	ENSG00000162738	57216	VANGL2
1954	ENSG00000162739	114836	SLAMF6
1955	ENSG00000162745	25903	OLFML2B
1956	ENSG00000162746	127943	FCRLB
1957	ENSG00000162747	2215	FCGR3B
1958	ENSG00000162755	126823	KLHDC9
1959	ENSG00000162769	28982	FLVCR1
1960	ENSG00000162772	467	ATF3
1961	ENSG00000162775	64783	RBM15
1962	ENSG00000162777	79961	DENND2D
1963	ENSG00000162783	51278	IER5
1964	ENSG00000162804	25992	SNED1
1965	ENSG00000162813	10380	BPNT1
1966	ENSG00000162817	79762	C1orf115
1967	ENSG00000162819	148362	BROX
1968	ENSG00000162836	51205	ACP6
1969	ENSG00000162849	55083	KIF26B
1970	ENSG00000162851	64216	TFB2M
1971	ENSG00000162852	163882	CNST
1972	ENSG00000162869	129285	PPP1R21
1973	ENSG00000162881	165140	OXER1
1974	ENSG00000162882	23498	HAAO
1975	ENSG00000162885	148789	B3GALNT2
1976	ENSG00000162889	9261	MAPKAPK2
1977	ENSG00000162892	11009	IL24
1978	ENSG00000162894	9214	FCMR
1979	ENSG00000162896	5284	PIGR
1980	ENSG00000162909	824	CAPN2
1981	ENSG00000162910	128308	MRPL55
1982	ENSG00000162923	80232	WDR26
1983	ENSG00000162924	5966	REL
1984	ENSG00000162927	150962	PUS10
1985	ENSG00000162928	5194	PEX13
1986	ENSG00000162929	84542	KIAA1841
1987	ENSG00000162931	51127	TRIM17
1988	ENSG00000162946	27185	DISC1
1989	ENSG00000162959	51072	MEMO1
1990	ENSG00000162961	84661	DPY30
1991	ENSG00000162971	129450	TYW5
1992	ENSG00000162972	79568	MAIP1
1993	ENSG00000162976	130814	SLC66A3
1994	ENSG00000162980	26225	ARL5A
1995	ENSG00000162994	130162	CLHC1
1996	ENSG00000162997	344405	PRORSD1P
1997	ENSG00000162999	142679	DUSP19
1998	ENSG00000163001	112942	CFAP36
1999	ENSG00000163002	129401	NUP35
2000	ENSG00000163006	165055	CCDC138
2001	ENSG00000163013	150726	FBXO41
2002	ENSG00000163017	72	ACTG2
2003	ENSG00000163026	80304	WDCP
2004	ENSG00000163029	79677	SMC6
2005	ENSG00000163040	90557	CCDC74A
2006	ENSG00000163041	3020	H3-3A
2007	ENSG00000163050	56997	COQ8A
2008	ENSG00000163053	151473	SLC16A14
2009	ENSG00000163069	6443	SGCB
2010	ENSG00000163071	132671	SPATA18
2011	ENSG00000163082	130367	SGPP2
2012	ENSG00000163083	3625	INHBB
2013	ENSG00000163093	129880	BBS5
2014	ENSG00000163121	93082	NEURL3
2015	ENSG00000163125	23248	RPRD2
2016	ENSG00000163131	1520	CTSS
2017	ENSG00000163132	4487	MSX1
2018	ENSG00000163138	133015	PACRGL
2019	ENSG00000163141	149428	BNIPL
2020	ENSG00000163155	388695	LYSMD1
2021	ENSG00000163156	79005	SCNM1
2022	ENSG00000163156	100534012	SCNM1
2023	ENSG00000163157	29765	TMOD4
2024	ENSG00000163159	6944	VPS72
2025	ENSG00000163161	2071	ERCC3
2026	ENSG00000163162	284996	RNF149
2027	ENSG00000163166	55677	IWS1
2028	ENSG00000163170	388962	BOLA3
2029	ENSG00000163171	10602	CDC42EP3
2030	ENSG00000163191	6282	S100A11
2031	ENSG00000163207	3713	IVL
2032	ENSG00000163209	6707	SPRR3
2033	ENSG00000163214	90957	DHX57
2034	ENSG00000163218	57115	PGLYRP4
2035	ENSG00000163219	9938	ARHGAP25
2036	ENSG00000163220	6280	S100A9
2037	ENSG00000163221	6283	S100A12
2038	ENSG00000163235	7039	TGFA
2039	ENSG00000163249	151195	CCNYL1
2040	ENSG00000163251	7855	FZD5
2041	ENSG00000163257	54876	DCAF16
2042	ENSG00000163281	132789	GNPDA2
2043	ENSG00000163320	8545	CGGBP1
2044	ENSG00000163328	151556	GPR155
2045	ENSG00000163344	10654	PMVK
2046	ENSG00000163346	57326	PBXIP1
2047	ENSG00000163348	90780	PYGO2
2048	ENSG00000163349	204851	HIPK1
2049	ENSG00000163359	1293	COL6A3
2050	ENSG00000163362	55765	INAVA
2051	ENSG00000163374	55249	YY1AP1
2052	ENSG00000163376	84541	KBTBD8
2053	ENSG00000163378	285203	EOGT
2054	ENSG00000163382	128240	NAXE
2055	ENSG00000163389	56983	POGLUT1
2056	ENSG00000163393	55356	SLC22A15
2057	ENSG00000163399	476	ATP1A1
2058	ENSG00000163406	6565	SLC15A2
2059	ENSG00000163412	317649	EIF4E3
2060	ENSG00000163421	60675	PROK2
2061	ENSG00000163428	116064	LRRC58
2062	ENSG00000163430	11167	FSTL1
2063	ENSG00000163431	25802	LMOD1
2064	ENSG00000163435	1999	ELF3
2065	ENSG00000163444	92703	TMEM183A
2066	ENSG00000163449	92691	TMEM169
2067	ENSG00000163453	3490	IGFBP7
2068	ENSG00000163462	80128	TRIM46
2069	ENSG00000163464	3577	CXCR1
2070	ENSG00000163466	10109	ARPC2
2071	ENSG00000163468	7203	CCT3
2072	ENSG00000163472	84283	TMEM79
2073	ENSG00000163479	6746	SSR2
2074	ENSG00000163481	64320	RNF25
2075	ENSG00000163482	27148	STK36
2076	ENSG00000163492	285025	CCDC141
2077	ENSG00000163507	57650	CIP2A
2078	ENSG00000163508	8320	EOMES
2079	ENSG00000163510	57703	CWC22
2080	ENSG00000163512	64343	AZI2
2081	ENSG00000163513	7048	TGFBR2
2082	ENSG00000163516	55139	ANKZF1
2083	ENSG00000163517	79885	HDAC11
2084	ENSG00000163518	83417	FCRL4
2085	ENSG00000163519	50852	TRAT1
2086	ENSG00000163520	2199	FBLN2
2087	ENSG00000163521	79411	GLB1L
2088	ENSG00000163527	201595	STT3B
2089	ENSG00000163528	131474	CHCHD4
2090	ENSG00000163534	115350	FCRL1
2091	ENSG00000163535	151246	SGO2
2092	ENSG00000163536	5274	SERPINI1
2093	ENSG00000163539	23122	CLASP2
2094	ENSG00000163541	8802	SUCLG1
2095	ENSG00000163545	81788	NUAK2
2096	ENSG00000163554	6708	SPTA1
2097	ENSG00000163558	5584	PRKCI
2098	ENSG00000163563	4332	MNDA
2099	ENSG00000163564	149628	PYHIN1
2100	ENSG00000163565	3428	IFI16
2101	ENSG00000163568	9447	AIM2
2102	ENSG00000163577	56648	EIF5A2
2103	ENSG00000163584	200916	RPL22L1
2104	ENSG00000163590	151742	PPM1L
2105	ENSG00000163596	130026	ICA1L
2106	ENSG00000163599	1493	CTLA4
2107	ENSG00000163600	29851	ICOS
2108	ENSG00000163602	23429	RYBP
2109	ENSG00000163605	151987	PPP4R2
2110	ENSG00000163606	131450	CD200R1
2111	ENSG00000163607	29083	GTPBP8
2112	ENSG00000163608	25871	NEPRO
2113	ENSG00000163611	152185	SPICE1
2114	ENSG00000163617	57577	CCDC191
2115	ENSG00000163626	285521	COX18
2116	ENSG00000163631	213	ALB
2117	ENSG00000163634	80145	THOC7
2118	ENSG00000163635	6314	ATXN7
2119	ENSG00000163636	9861	PSMD6
2120	ENSG00000163637	166336	PRICKLE2
2121	ENSG00000163655	8833	GMPS
2122	ENSG00000163659	25976	TIPARP
2123	ENSG00000163660	57018	CCNL1
2124	ENSG00000163661	5806	PTX3
2125	ENSG00000163666	8820	HESX1
2126	ENSG00000163681	7871	SLMAP
2127	ENSG00000163682	6133	RPL9
2128	ENSG00000163683	201895	SMIM14
2129	ENSG00000163684	11102	RPP14
2130	ENSG00000163686	57406	ABHD6
2131	ENSG00000163687	1776	DNASE1L3
2132	ENSG00000163689	200844	CFAP20DC
2133	ENSG00000163694	54502	RBM47
2134	ENSG00000163697	323	APBB2
2135	ENSG00000163702	84818	IL17RC
2136	ENSG00000163703	78987	CRELD1
2137	ENSG00000163704	285368	PRRT3
2138	ENSG00000163710	26577	PCOLCE2
2139	ENSG00000163714	23350	U2SURP
2140	ENSG00000163719	64419	MTMR14
2141	ENSG00000163728	151613	TTC14
2142	ENSG00000163735	6374	CXCL5
2143	ENSG00000163736	5473	PPBP
2144	ENSG00000163737	5196	PF4
2145	ENSG00000163738	441024	MTHFD2L
2146	ENSG00000163739	2919	CXCL1
2147	ENSG00000163754	2992	GYG1
2148	ENSG00000163755	84343	HPS3
2149	ENSG00000163781	11073	TOPBP1
2150	ENSG00000163785	6259	RYK
2151	ENSG00000163788	54861	SNRK
2152	ENSG00000163795	130557	ZNF513
2153	ENSG00000163798	22950	SLC4A1AP
2154	ENSG00000163803	151056	PLB1
2155	ENSG00000163807	57456	KIAA1143
2156	ENSG00000163808	56992	KIF15
2157	ENSG00000163811	23160	WDR43
2158	ENSG00000163812	51304	ZDHHC3
2159	ENSG00000163814	64866	CDCP1
2160	ENSG00000163818	54585	LZTFL1
2161	ENSG00000163820	79443	FYCO1
2162	ENSG00000163823	1230	CCR1
2163	ENSG00000163832	54859	ELP6
2164	ENSG00000163840	151636	DTX3L
2165	ENSG00000163848	7707	ZNF148
2166	ENSG00000163864	349565	NMNAT3
2167	ENSG00000163866	113444	SMIM12
2168	ENSG00000163867	9204	ZMYM6
2169	ENSG00000163870	131601	TPRA1
2170	ENSG00000163872	55689	YEATS2
2171	ENSG00000163874	80149	ZC3H12A
2172	ENSG00000163875	64769	MEAF6
2173	ENSG00000163877	79753	SNIP1
2174	ENSG00000163882	5437	POLR2H
2175	ENSG00000163898	200879	LIPH
2176	ENSG00000163900	90407	TMEM41A
2177	ENSG00000163902	6184	RPN1
2178	ENSG00000163904	59343	SENP2
2179	ENSG00000163913	55764	IFT122
2180	ENSG00000163918	5984	RFC4
2181	ENSG00000163923	116832	RPL39L
2182	ENSG00000163930	8314	BAP1
2183	ENSG00000163931	7086	TKT
2184	ENSG00000163932	5580	PRKCD
2185	ENSG00000163933	91869	RFT1
2186	ENSG00000163935	51460	SFMBT1
2187	ENSG00000163938	26354	GNL3
2188	ENSG00000163939	55193	PBRM1
2189	ENSG00000163945	57654	UVSSA
2190	ENSG00000163946	23272	TASOR
2191	ENSG00000163947	50650	ARHGEF3
2192	ENSG00000163950	7884	SLBP
2193	ENSG00000163956	4043	LRPAP1
2194	ENSG00000163958	131540	ZDHHC19
2195	ENSG00000163959	200931	SLC51A
2196	ENSG00000163960	26043	UBXN7
2197	ENSG00000163961	165918	RNF168
2198	ENSG00000163964	54965	PIGX
2199	ENSG00000163975	4241	MELTF
2200	ENSG00000163993	6286	S100P
2201	ENSG00000164002	64789	EXO5
2202	ENSG00000164008	79078	C1orf50
2203	ENSG00000164010	114625	ERMAP
2204	ENSG00000164011	51058	ZNF691
2205	ENSG00000164045	993	CDC25A
2206	ENSG00000164047	820	CAMP
2207	ENSG00000164048	51385	ZNF589
2208	ENSG00000164050	5364	PLXNB1
2209	ENSG00000164051	79714	CCDC51
2210	ENSG00000164053	84126	ATRIP
2211	ENSG00000164054	51246	SHISA5
2212	ENSG00000164061	8927	BSN
2213	ENSG00000164062	327	APEH
2214	ENSG00000164068	63891	RNF123
2215	ENSG00000164077	84315	MON1A
2216	ENSG00000164078	4486	MST1R
2217	ENSG00000164080	23132	RAD54L2
2218	ENSG00000164081	51368	TEX264
2219	ENSG00000164086	1849	DUSP7
2220	ENSG00000164087	25886	POC1A
2221	ENSG00000164088	132160	PPM1M
2222	ENSG00000164091	80335	WDR82
2223	ENSG00000168016	9881	TRANK1
2224	ENSG00000168026	199223	TTC21A
2225	ENSG00000168028	3921	RPSA
2226	ENSG00000168036	1499	CTNNB1
2227	ENSG00000168038	54986	ULK4
2228	ENSG00000168118	5867	RAB4A
2229	ENSG00000168137	55209	SETD5
2230	ENSG00000168159	149603	RNF187
2231	ENSG00000168214	3516	RBPJ
2232	ENSG00000168228	29063	ZCCHC4
2233	ENSG00000168237	132158	GLYCTK
2234	ENSG00000168264	359948	IRF2BP2
2235	ENSG00000168268	64943	NT5DC2
2236	ENSG00000168273	440957	SMIM4
2237	ENSG00000168275	388753	COA6
2238	ENSG00000168280	3800	KIF5C
2239	ENSG00000168288	27249	MMADHC
2240	ENSG00000168291	5162	PDHB
2241	ENSG00000168297	54899	PXK
2242	ENSG00000168301	200845	KCTD6
2243	ENSG00000168309	11170	FAM107A
2244	ENSG00000168329	1524	CX3CR1
2245	ENSG00000168334	165904	XIRP1
2246	ENSG00000168374	378	ARF4
2247	ENSG00000168385	4735	SEPTIN2
2248	ENSG00000168386	11259	FILIP1L
2249	ENSG00000168389	84879	MFSD2A
2250	ENSG00000168393	1841	DTYMK
2251	ENSG00000168395	84289	ING5
2252	ENSG00000168397	23192	ATG4B
2253	ENSG00000168421	399	RHOH
2254	ENSG00000168497	8436	CAVIN2
2255	ENSG00000168528	347735	SERINC2
2256	ENSG00000168542	1281	COL3A1
2257	ENSG00000168653	4725	NDUFS5
2258	ENSG00000168679	9122	SLC16A4
2259	ENSG00000168710	10768	AHCYL1
2260	ENSG00000168758	54910	SEMA4C
2261	ENSG00000168763	26505	CNNM3
2262	ENSG00000168765	2948	GSTM4
2263	ENSG00000168779	6474	SHOX2
2264	ENSG00000168811	3592	IL12A
2265	ENSG00000168818	53407	STX18
2266	ENSG00000168824	27065	NSG1
2267	ENSG00000168826	166793	ZBTB49
2268	ENSG00000168827	85476	GFM1
2269	ENSG00000168874	84913	ATOH8
2270	ENSG00000168878	6439	SFTPB
2271	ENSG00000168883	10713	USP39
2272	ENSG00000168884	79155	TNIP2
2273	ENSG00000168887	388969	C2orf68
2274	ENSG00000168890	129303	TMEM150A
2275	ENSG00000168894	51255	RNF181
2276	ENSG00000168899	10791	VAMP5
2277	ENSG00000168906	4144	MAT2A
2278	ENSG00000168917	80723	SLC35G2
2279	ENSG00000168918	3635	INPP5D
2280	ENSG00000168924	3954	LETM1
2281	ENSG00000168936	92305	TMEM129
2282	ENSG00000168958	56947	MFF
2283	ENSG00000169016	1876	E2F6
2284	ENSG00000169019	54951	COMMD8
2285	ENSG00000169020	521	ATP5ME
2286	ENSG00000169026	84179	SLC49A3
2287	ENSG00000169031	1285	COL4A3
2288	ENSG00000169047	3667	IRS1
2289	ENSG00000169087	79663	HSPBAP1
2290	ENSG00000169174	255738	PCSK9
2291	ENSG00000169213	5865	RAB3B
2292	ENSG00000169231	7059	THBS3
2293	ENSG00000169241	55974	SLC50A1
2294	ENSG00000169242	1942	EFNA1
2295	ENSG00000169251	51068	NMD3
2296	ENSG00000169255	8706	B3GALNT1
2297	ENSG00000169291	126669	SHE
2298	ENSG00000169299	55276	PGM2
2299	ENSG00000169313	64805	P2RY12
2300	ENSG00000169359	9197	SLC33A1
2301	ENSG00000169379	200894	ARL13B
2302	ENSG00000169403	5724	PTAFR
2303	ENSG00000169418	4881	NPR1
2304	ENSG00000169429	3576	CXCL8
2305	ENSG00000169432	6335	SCN9A
2306	ENSG00000169435	166824	RASSF6
2307	ENSG00000169442	1043	CD52
2308	ENSG00000169504	25932	CLIC4
2309	ENSG00000169554	9839	ZEB2
2310	ENSG00000169564	5093	PCBP1
2311	ENSG00000169598	1677	DFFB
2312	ENSG00000169599	27247	NFU1
2313	ENSG00000169607	150468	CKAP2L
2314	ENSG00000169621	200558	APLF
2315	ENSG00000169629	727851	RGPD8
2316	ENSG00000169641	7798	LUZP1
2317	ENSG00000169679	699	BUB1
2318	ENSG00000169704	2815	GP9
2319	ENSG00000169714	7555	CNBP
2320	ENSG00000169756	3987	LIMS1
2321	ENSG00000169762	202018	TAPT1
2322	ENSG00000169764	7360	UGP2
2323	ENSG00000169814	686	BTD
2324	ENSG00000169855	6091	ROBO1
2325	ENSG00000169860	5028	P2RY1
2326	ENSG00000169905	163590	TOR1AIP2
2327	ENSG00000169914	23252	OTUD3
2328	ENSG00000169964	131616	TMEM42
2329	ENSG00000169967	10746	MAP3K2
2330	ENSG00000169972	126789	PUSL1
2331	ENSG00000169981	7584	ZNF35
2332	ENSG00000169991	126917	IFFO2
2333	ENSG00000169994	4648	MYO7B
2334	ENSG00000170017	214	ALCAM
2335	ENSG00000170035	10477	UBE2E3
2336	ENSG00000170142	7324	UBE2E1
2337	ENSG00000170144	220988	HNRNPA3
2338	ENSG00000170248	10015	PDCD6IP
2339	ENSG00000170264	84140	FAM161A
2340	ENSG00000170266	2720	GLB1
2341	ENSG00000170275	10491	CRTAP
2342	ENSG00000170293	152189	CMTM8
2343	ENSG00000170340	10678	B3GNT2
2344	ENSG00000170364	6419	SETMAR
2345	ENSG00000170382	10446	LRRN2
2346	ENSG00000170385	7779	SLC30A1
2347	ENSG00000170396	91752	ZNF804A
2348	ENSG00000170417	130827	TMEM182
2349	ENSG00000170448	152518	NFXL1
2350	ENSG00000170634	98	ACYP2
2351	ENSG00000170802	3344	FOXN2
2352	ENSG00000170819	8419	BFSP2
2353	ENSG00000170846	NA	
2354	ENSG00000170854	84864	RIOX2
2355	ENSG00000170860	27258	LSM3
2356	ENSG00000170871	9778	KIAA0232
2357	ENSG00000170876	79188	TMEM43
2358	ENSG00000170989	1901	S1PR1
2359	ENSG00000171055	9637	FEZ2
2360	ENSG00000171084	100125556	FAM86JP
2361	ENSG00000171103	55006	TRMT61B
2362	ENSG00000171109	55669	MFN1
2363	ENSG00000171121	27094	KCNMB3
2364	ENSG00000171132	5581	PRKCE
2365	ENSG00000171135	84522	JAGN1
2366	ENSG00000171148	10474	TADA3
2367	ENSG00000171150	9655	SOCS5
2368	ENSG00000171161	79894	ZNF672
2369	ENSG00000171163	55657	ZNF692
2370	ENSG00000171174	64080	RBKS
2371	ENSG00000171227	140738	TMEM37
2372	ENSG00000171476	84525	HOPX
2373	ENSG00000171488	84230	LRRC8C
2374	ENSG00000171502	255631	COL24A1
2375	ENSG00000171596	10316	NMUR1
2376	ENSG00000171603	22883	CLSTN1
2377	ENSG00000171608	5293	PIK3CD
2378	ENSG00000171612	84275	SLC25A33
2379	ENSG00000171621	80176	SPSB1
2380	ENSG00000171680	57449	PLEKHG5
2381	ENSG00000171729	55092	TMEM51
2382	ENSG00000171735	23261	CAMTA1
2383	ENSG00000171757	151827	LRRC34
2384	ENSG00000171786	4807	NHLH1
2385	ENSG00000171790	200172	SLFNL1
2386	ENSG00000171793	1503	CTPS1
2387	ENSG00000171806	92342	METTL18
2388	ENSG00000171812	1296	COL8A2
2389	ENSG00000171824	5394	EXOSC10
2390	ENSG00000171848	6241	RRM2
2391	ENSG00000171853	51112	TRAPPC12
2392	ENSG00000171863	6201	RPS7
2393	ENSG00000171865	246243	RNASEH1
2394	ENSG00000171943	653464	SRGAP2C
2395	ENSG00000171960	10465	PPIH
2396	ENSG00000172005	4118	MAL
2397	ENSG00000172037	3913	LAMB2
2398	ENSG00000172046	10869	USP19
2399	ENSG00000172053	5859	QARS1
2400	ENSG00000172059	8462	KLF11
2401	ENSG00000172071	9451	EIF2AK3
2402	ENSG00000172086	51315	KRCC1
2403	ENSG00000172113	10201	NME6
2404	ENSG00000172116	926	CD8B
2405	ENSG00000172215	10663	CXCR6
2406	ENSG00000172292	253782	CERS6
2407	ENSG00000172339	199857	ALG14
2408	ENSG00000172340	8801	SUCLG2
2409	ENSG00000172428	150678	COPS9
2410	ENSG00000172456	55277	FGGY
2411	ENSG00000172578	89857	KLHL6
2412	ENSG00000172667	64393	ZMAT3
2413	ENSG00000172765	23023	TMCC1
2414	ENSG00000172771	90288	EFCAB12
2415	ENSG00000172780	339122	RAB43
2416	ENSG00000172845	6670	SP3
2417	ENSG00000172878	254042	METAP1D
2418	ENSG00000172888	285268	ZNF621
2419	ENSG00000172936	4615	MYD88
2420	ENSG00000172939	9943	OXSR1
2421	ENSG00000172954	253558	LCLAT1
2422	ENSG00000172965	541471	MIR4435-2HG
2423	ENSG00000172974	NA	VDAC2P5
2424	ENSG00000172985	344558	SH3RF3
2425	ENSG00000173011	93624	TADA2B
2426	ENSG00000173110	3310	HSPA6
2427	ENSG00000173163	150684	COMMD1
2428	ENSG00000173171	4580	MTX1
2429	ENSG00000173193	54625	PARP14
2430	ENSG00000173200	165631	PARP15
2431	ENSG00000173207	1163	CKS1B
2432	ENSG00000173209	130872	AHSA2P
2433	ENSG00000173212	126868	MAB21L3
2434	ENSG00000173218	81839	VANGL1
2435	ENSG00000173226	9657	IQCB1
2436	ENSG00000173230	2804	GOLGB1
